"CREATEDBYID","CREATEDDATE","ETICHETTA_RISULTATI_EN__C","ETICHETTA_RISULTATI_IT__C","ID","INSIEME_OPZIONI_DOMANDA__C","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","OPZIONE_DOMANDA_EN__C","OPZIONE_DOMANDA_IT__C","ORDINE__C","OWNERID","SYSTEMMODSTAMP","VALORE_NUMERICO__C","VALORE_TESTUALE__C"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Ottima","a4v0E000000DeAdQAK","a4m0E000000DbSPQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000066","","Ottima, siamo in sintonia","1.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","5.0","Ottima"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Buona","a4v0E000000DeAeQAK","a4m0E000000DbSPQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000067","","Buona, siamo allineati","2.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","4.0","Buona"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Migliorabile","a4v0E000000DeAfQAK","a4m0E000000DbSPQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000068","","Sufficiente, c'è un rapporto adeguato","3.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","3.0","Migliorabile"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Poco soddisfacente","a4v0E000000DeAgQAK","a4m0E000000DbSPQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000069","","Migliorabile, ci sono alcune tensioni","4.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","2.0","Poco soddisfacente"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Insoddisfacente","a4v0E000000DeAhQAK","a4m0E000000DbSPQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000070","","Insoddisfacente, ci sono molte tensioni","5.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","1.0","Insoddisfacente"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Molto competitive","a4v0E000000DeAiQAK","a4m0E000000DbSQQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000071","","Molto competitive","1.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","5.0","Molto"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Abbastanza competitive","a4v0E000000DeAjQAK","a4m0E000000DbSQQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000072","","Abbastanza competitive","2.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","4.0","Abbastanza"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Mediamente competitive","a4v0E000000DeAkQAK","a4m0E000000DbSQQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000073","","Mediamente competitive","3.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","3.0","Mediamente"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Poco competitive","a4v0E000000DeAlQAK","a4m0E000000DbSQQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000074","","Poco competitive","4.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","2.0","Poco"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Per nulla competitive","a4v0E000000DeAmQAK","a4m0E000000DbSQQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000075","","Non competitive","5.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","1.0","Per nulla"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Molto","a4v0E000000DeAnQAK","a4m0E000000DbSRQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000076","","Sì, molto","1.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","5.0","Molto"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Abbastanza","a4v0E000000DeAoQAK","a4m0E000000DbSRQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000077","","Sì, abbastanza","2.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","4.0","Abbastanza"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Sufficientemente","a4v0E000000DeApQAK","a4m0E000000DbSRQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000078","","Sufficientemente","3.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","3.0","Sufficientemente"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Non Abbastanza","a4v0E000000DeAqQAK","a4m0E000000DbSRQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000079","","No, non abbastanza","4.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","2.0","Non Abbastanza"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Per Nulla","a4v0E000000DeArQAK","a4m0E000000DbSRQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000080","","No, per nulla","5.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","1.0","Per Nulla"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Molto","a4v0E000000DeAsQAK","a4m0E000000DbSSQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000081","","Siamo molto solidi e confidenti nel futuro","1.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","5.0","Molto"
"0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","Abbastanza","a4v0E000000DeAtQAK","a4m0E000000DbSSQA0","false","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","","","OD-00000082","","Abbastanza, stiamo consolidando","2.0","0050E000005VHptQAG","2019-09-09T07:27:45.000Z","4.0","Abbastanza"
"0050Y000000NtQOQA0","2019-07-25T10:12:01.000Z","","Ottimo, siamo in sintonia","a4v0E000000DbfDQAS","a4m0E000000DaLuQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000041","","Ottimo, siamo in sintonia","1.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","5.0","Ottimo, siamo in sintonia"
"0050Y000000NtQOQA0","2019-07-25T10:12:01.000Z","","Buono, siamo abbastanza allineati","a4v0E000000DbfEQAS","a4m0E000000DaLuQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000042","","Buono, siamo abbastanza allineati","2.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","4.0","Buono, siamo abbastanza allineati"
"0050Y000000NtQOQA0","2019-07-25T10:12:01.000Z","","Sufficiente","a4v0E000000DbfFQAS","a4m0E000000DaLuQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000043","","Sufficiente","3.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","3.0","Sufficiente"
"0050Y000000NtQOQA0","2019-07-25T10:12:01.000Z","","Migliorabile, a volte ci sono tensioni","a4v0E000000DbfGQAS","a4m0E000000DaLuQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000044","","Migliorabile, a volte ci sono tensioni","4.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","2.0","Migliorabile, a volte ci sono tensioni"
"0050Y000000NtQOQA0","2019-07-25T10:12:01.000Z","","Insoddisfacente, ci sono molte tensioni","a4v0E000000DbfHQAS","a4m0E000000DaLuQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000045","","Insoddisfacente, ci sono molte tensioni","5.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","1.0","Insoddisfacente, ci sono molte tensioni"
"0050Y000000NtQOQA0","2019-07-25T10:12:00.000Z","","Moltissima","a4v0E000000Dbf8QAC","a4m0E000000DaLoQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000036","","Moltissima","1.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","5.0","Moltissima"
"0050Y000000NtQOQA0","2019-07-25T10:12:00.000Z","","Abbastanza","a4v0E000000Dbf9QAC","a4m0E000000DaLoQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000037","","Abbastanza","2.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","4.0","Abbastanza"
"0050Y000000NtQOQA0","2019-07-25T10:12:00.000Z","","Sufficiente","a4v0E000000DbfAQAS","a4m0E000000DaLoQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000038","","Sufficiente","3.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","3.0","Sufficiente"
"0050Y000000NtQOQA0","2019-07-25T10:12:00.000Z","","Poca","a4v0E000000DbfBQAS","a4m0E000000DaLoQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000039","","Poca","4.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","2.0","Poca"
"0050Y000000NtQOQA0","2019-07-25T10:12:00.000Z","","Per nulla","a4v0E000000DbfCQAS","a4m0E000000DaLoQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000040","","Per nulla","5.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","1.0","Per nulla"
"0050Y000000NtQOQA0","2019-07-25T10:12:01.000Z","","Ottimo","a4v0E000000DbfIQAS","a4m0E000000DaLvQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000046","","Ottimo","1.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","5.0","Ottimo"
"0050Y000000NtQOQA0","2019-07-25T10:12:01.000Z","","Buono","a4v0E000000DbfJQAS","a4m0E000000DaLvQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000047","","Buono","2.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","4.0","Buono"
"0050Y000000NtQOQA0","2019-07-25T10:12:01.000Z","","Sufficiente","a4v0E000000DbfKQAS","a4m0E000000DaLvQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000048","","Sufficiente","3.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","3.0","Sufficiente"
"0050Y000000NtQOQA0","2019-07-25T10:12:01.000Z","","Migliorabile","a4v0E000000DbfLQAS","a4m0E000000DaLvQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000049","","Migliorabile","4.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","2.0","Migliorabile"
"0050Y000000NtQOQA0","2019-07-25T10:12:01.000Z","","Insoddisfacente","a4v0E000000DbfMQAS","a4m0E000000DaLvQAK","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000050","","Insoddisfacente","5.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","1.0","Insoddisfacente"
"0050Y000000NtQOQA0","2019-07-19T15:06:13.000Z","","Molto","a4v0E000000DbQfQAK","a4m0E000000DaDKQA0","false","0050E0000055FwsQAE","2019-10-11T09:55:26.000Z","","","OD-00000026","","Molto","1.0","0050Y000000NtQOQA0","2019-10-11T09:55:26.000Z","5.0","Molto"
"0050Y000000NtQOQA0","2019-07-19T15:06:13.000Z","","Abbastanza","a4v0E000000DbQgQAK","a4m0E000000DaDKQA0","false","0050E0000055FwsQAE","2019-10-11T09:55:41.000Z","","","OD-00000027","","Abbastanza","2.0","0050Y000000NtQOQA0","2019-10-11T09:55:41.000Z","4.0","Abbastanza"
"0050Y000000NtQOQA0","2019-07-19T15:06:13.000Z","","Sufficientemente","a4v0E000000DbQhQAK","a4m0E000000DaDKQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000028","","Sufficientemente","3.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","3.0","Sufficientemente"
"0050Y000000NtQOQA0","2019-07-19T15:06:13.000Z","","Non abbastanza","a4v0E000000DbQiQAK","a4m0E000000DaDKQA0","false","0050E0000055FwsQAE","2019-10-11T09:55:58.000Z","","","OD-00000029","","Non abbastanza","4.0","0050Y000000NtQOQA0","2019-10-11T09:55:58.000Z","2.0","Non abbastanza"
"0050Y000000NtQOQA0","2019-07-19T15:06:13.000Z","","Per nulla","a4v0E000000DbQjQAK","a4m0E000000DaDKQA0","false","0050E0000055FwsQAE","2019-10-11T09:56:11.000Z","","","OD-00000030","","Per nulla","5.0","0050Y000000NtQOQA0","2019-10-11T09:56:11.000Z","1.0","Per nulla"
"0050Y000000NtQOQA0","2019-07-19T15:06:11.000Z","","Moltissimo","a4v0E000000DbQGQA0","a4m0E000000DaDFQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000001","","Moltissimo","1.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","5.0","Moltissimo"
"0050Y000000NtQOQA0","2019-07-19T15:06:11.000Z","","Abbastanza","a4v0E000000DbQHQA0","a4m0E000000DaDFQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000002","","Abbastanza","2.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","4.0","Abbastanza"
"0050Y000000NtQOQA0","2019-07-19T15:06:11.000Z","","Sufficientemente","a4v0E000000DbQIQA0","a4m0E000000DaDFQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000003","","Sufficientemente","3.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","3.0","Sufficientemente"
"0050Y000000NtQOQA0","2019-07-19T15:06:11.000Z","","Poco","a4v0E000000DbQJQA0","a4m0E000000DaDFQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000004","","Poco","4.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","2.0","Poco"
"0050Y000000NtQOQA0","2019-07-19T15:06:11.000Z","","Per nulla","a4v0E000000DbQKQA0","a4m0E000000DaDFQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000005","","Per nulla","5.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","1.0","Per nulla"
"0050Y000000NtQOQA0","2019-07-19T15:06:13.000Z","","Ottime","a4v0E000000DbQkQAK","a4m0E000000DaDLQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000031","","Ottime, mi consentono di essere molto competitivo","1.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","5.0","Ottime"
"0050Y000000NtQOQA0","2019-07-19T15:06:13.000Z","","Buone","a4v0E000000DbQlQAK","a4m0E000000DaDLQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000032","","Buone, mi consentono di essere abbastanza competitivo","2.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","4.0","Buone"
"0050Y000000NtQOQA0","2019-07-19T15:06:13.000Z","","In linea","a4v0E000000DbQmQAK","a4m0E000000DaDLQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000033","","Sono in linea con la concorrenza","3.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","3.0","In linea"
"0050Y000000NtQOQA0","2019-07-19T15:06:13.000Z","","Da migliorare","a4v0E000000DbQnQAK","a4m0E000000DaDLQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000034","","Da migliorare, non sono abbastanza competitive","4.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","2.0","Da migliorare"
"0050Y000000NtQOQA0","2019-07-19T15:06:13.000Z","","Da rivedere","a4v0E000000DbQoQAK","a4m0E000000DaDLQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000035","","Da rivedere, sono poco competitive","5.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","1.0","Da rivedere"
"0050Y000000NtQOQA0","2019-07-19T15:06:12.000Z","","Sufficiente","a4v0E000000DbQXQA0","a4m0E000000DaDIQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000018","","Sufficiente","3.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","3.0","Sufficiente"
"0050Y000000NtQOQA0","2019-07-19T15:06:12.000Z","","Migliorabile","a4v0E000000DbQYQA0","a4m0E000000DaDIQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000019","","Migliorabile, a volte ci sono tensioni","4.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","2.0","Migliorabile"
"0050Y000000NtQOQA0","2019-07-19T15:06:12.000Z","","Insoddisfacente","a4v0E000000DbQZQA0","a4m0E000000DaDIQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000020","","Insoddisfacente, ci sono molte tensioni","5.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","1.0","Insoddisfacente"
"0050Y000000NtQOQA0","2019-07-19T15:06:12.000Z","","Ottima","a4v0E000000DbQVQA0","a4m0E000000DaDIQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000016","","Ottima, siamo in sintonia","1.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","5.0","Ottima"
"0050Y000000NtQOQA0","2019-07-19T15:06:12.000Z","","Buona","a4v0E000000DbQWQA0","a4m0E000000DaDIQA0","false","0050E000005VHptQAG","2019-09-09T07:27:46.000Z","","","OD-00000017","","Buona, siamo abbastanza allineati","2.0","0050Y000000NtQOQA0","2019-09-09T07:27:46.000Z","4.0","Buona"
"0050E000005VHptQAG","2019-09-27T08:19:03.000Z","","Molto efficace","a4v0E000000Df3IQAS","a4m0E000000DbVDQA0","false","0050E000005VHptQAG","2019-09-27T08:19:03.000Z","","","OD-00000157","","Molto efficace","1.0","0050E000005VHptQAG","2019-09-27T08:19:03.000Z","5.0","Molto"
"0050E000005VHptQAG","2019-09-27T08:19:03.000Z","","Abbastanza efficace","a4v0E000000Df3JQAS","a4m0E000000DbVDQA0","false","0050E000005VHptQAG","2019-09-27T08:19:03.000Z","","","OD-00000158","","Abbastanza efficace","2.0","0050E000005VHptQAG","2019-09-27T08:19:03.000Z","4.0","Abbastanza"
"0050E000005VHptQAG","2019-09-27T08:19:03.000Z","","Sufficientemente efficace","a4v0E000000Df3KQAS","a4m0E000000DbVDQA0","false","0050E000005VHptQAG","2019-09-27T08:19:03.000Z","","","OD-00000159","","Sufficientemente efficace","3.0","0050E000005VHptQAG","2019-09-27T08:19:03.000Z","3.0","Sufficientemente"
"0050E000005VHptQAG","2019-09-27T08:19:03.000Z","","Poco efficace","a4v0E000000Df3LQAS","a4m0E000000DbVDQA0","false","0050E000005VHptQAG","2019-09-27T08:19:03.000Z","","","OD-00000160","","Poco efficace","4.0","0050E000005VHptQAG","2019-09-27T08:19:03.000Z","2.0","Poco"
"0050E000005VHptQAG","2019-09-27T08:19:03.000Z","","Non efficace","a4v0E000000Df3MQAS","a4m0E000000DbVDQA0","false","0050E000005VHptQAG","2019-09-27T08:19:03.000Z","","","OD-00000161","","Non è efficace","5.0","0050E000005VHptQAG","2019-09-27T08:19:03.000Z","1.0","Per nulla"
